head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,body_0,body_1,body_2,body_3,body_4,body_5,body_6,body_7,body_8,body_9,body_10,body_11,body_12,body_13,body_14,body_15,body_16,body_17,body_18,body_19,body_20,body_21
16777234,54793714,cell_1,132579601,721429,1,135,255,6615056,0baa6ba1701a08e044e5b6be17c6a47b,5cba29c06294c278e73e9261d04a0fd7,ea5d2f1c4608232e07d3aa3d998e5135,4294967295,69908,0,2,0,436215337,69908,0,0,0,2,,,39;-121;-106;13;-46,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793715,cell_0,132579601,721430,2,320,255,6615056,58604e9eb8e9f0aa710c95839ea9ec32,5cba29c06294c278e73e9261d04a0fd7,7cbbc409ec990f19c78c75bd1e06f215,4294967295,218693,0,2,0,1207976937,218693,0,0,0,1,,,,199,110100000,346029000,4294967295,0,-122;85;52;4,0,39;-1;-1,25,0,1540
16777234,54793716,cell_1,132579601,721431,1,230,255,6615057,e7b1b86d8811719235604d6179fd8473,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,303215,0,2,0,2432719313,303215,0,0,0,2,,,22;-15;-63;106;-101,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793717,cell_0,132579601,721433,2,515,255,6615056,47fe064705ccd5d26aaa35653efcd7f7,5cba29c06294c278e73e9261d04a0fd7,ad61ab143223efbc24c7d2583be69251,4294967295,43673,0,2,0,704646857,43673,0,0,0,1,,,,199,76800000,307200000,4294967295,0,53;48;36;17,0,119;-1;-1,35,0,1540
16777234,54793718,cell_1,132579601,721439,1,115,255,6615056,6e838c90361d3fdfd643765edbf01ec3,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,162885,0,2,0,1157642084,162885,0,0,0,1,,,,199,50000000,150000000,4294967295,0,-122;33;103;5,0,103;-1;-1,0,0,1540
16777234,54793719,cell_1,132579601,721460,1,159,255,6615056,124072653cf028cab553db584f417b34,5cba29c06294c278e73e9261d04a0fd7,ea5d2f1c4608232e07d3aa3d998e5135,4294967295,324809,0,2,0,436213918,324809,0,0,0,1,,,,199,76800000,307200000,4294967295,0,-122;96;-119;5,0,0;-1;-1,80,0,1540
16777234,54793720,cell_0,132579601,721461,2,10,255,6615056,78ca0d06d84baac865f0018dd77d7280,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,813,0,2,0,1157640825,813,0,0,0,1,,,,199,75000000,300000000,4294967295,0,53;48;87;9,0,40;-1;-1,53,0,1540
16777234,54793721,cell_0,132579601,721669,2,224,255,6615056,e99dc6629f4760fb1c50988faeee9430,5cba29c06294c278e73e9261d04a0fd7,ad61ab143223efbc24c7d2583be69251,4294967295,70686,0,2,0,704645257,70686,0,0,0,1,,,,199,50000000,150000000,4294967295,0,-122;81;113;5,0,6;-1;-1,0,0,1540
16777234,54793722,cell_0,132579601,721676,2,3,255,6615056,9ee3b0a6f14626ef3efe8c5633f9d9cb,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,177709,0,2,0,402668496,177709,0,0,0,1,,,,199,50000000,150000000,4294967295,0,-122;73;8;5,0,115;-1;-1,0,0,1540
16777234,54793723,cell_0,132579601,721678,2,299,255,6615056,5777cd5a5684f87bf35e829af087205d,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,275561,0,2,0,402668185,275561,0,0,0,1,,,,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793724,cell_2,132579601,721680,3,69,255,6615056,b6ff316372b98d3d6e825170246ea19f,5cba29c06294c278e73e9261d04a0fd7,7cbbc409ec990f19c78c75bd1e06f215,4294967295,82223,0,2,0,1207969165,82223,0,0,0,1,,,,199,110100000,346029000,4294967295,0,-122;9;33;4,0,-112;-1;-1,0,0,1540
16777234,54793725,cell_0,132579601,721681,2,274,255,6615056,263545c8f03c986ff03efe05336b4bd7,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,239268,0,2,0,402655616,239268,0,0,0,1,,,,199,50000000,150000000,4294967295,0,-122;8;97;4,0,112;-1;-1,0,0,1540
16777234,54793726,cell_1,132579601,721690,1,819,255,6615056,f5658fe20c876e844a16283b6eae00df,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,287454,0,2,0,402662827,287454,0,0,0,1,,,,199,102400000,512000000,4294967295,0,-122;-111;105;3,0,112;-1;-1,99,0,1540
16777234,54793727,cell_1,132579601,721700,1,439,255,6615056,a2eec2147a4d44d54f60cb6839a54708,5cba29c06294c278e73e9261d04a0fd7,ea5d2f1c4608232e07d3aa3d998e5135,4294967295,2249,0,2,0,436208726,2249,0,0,0,1,,,,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793728,cell_1,132579601,721711,1,279,255,6615056,df0d8eba6c49eda7649e6e7f448328d5,5cba29c06294c278e73e9261d04a0fd7,ad61ab143223efbc24c7d2583be69251,4294967295,208913,0,2,0,704660622,208913,0,0,0,1,,,,199,102400000,512000000,4294967295,0,-122;1;51;5,0,-105;-1;-1,120,0,1540
16777234,54793729,cell_0,132579601,721921,2,899,255,6615057,5cabfb6360dad99a06af9fe32d8ee51d,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,240342,0,2,0,2432707511,240342,0,0,0,2,,,75;11;117;-66;-16,65,150000000,300000000,4294967295,0,-122;38;41;3,0,35;-1;-1,102,0,1540
16777234,54793730,cell_0,132579601,721922,2,728,255,6615056,c59d0114a410d89b0ddea7a5caad9216,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,324109,0,2,0,234901119,324109,0,0,0,1,,,,199,136314000,555745000,4294967295,0,-122;-124;100;3,0,66;-1;-1,117,0,1540
16777234,54793731,cell_1,132579601,721936,1,658,255,6615056,06a85512ea6040bfc82e2c4346729fcb,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,164137,0,2,0,1157630798,164137,0,0,0,1,,,,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793732,cell_1,132579601,721942,1,818,255,6615056,211e2aabb004e717d863221d00fff8c8,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,94359,0,2,0,402659874,94359,0,0,0,1,,,,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793733,cell_1,132579601,721943,1,419,255,6615056,c9742a63b40e00de05030371cfd9835d,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,123242,0,2,0,402672097,123242,0,0,0,1,,,,199,104857000,524288000,4294967295,0,-122;-107;-110;4,0,103;-1;-1,121,0,1540
16777234,54793734,cell_0,132579601,721944,2,133,255,6615056,62123cfd7be76317f3c9366429f159fe,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,303937,0,2,0,234889477,303937,0,0,0,2,,,-73;-103;-94;23;89,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793735,cell_0,132579601,721946,2,358,255,6615056,455afb5cfeb14166a39e7d9a5ca50b05,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,321172,0,2,0,1157636230,321172,0,0,0,2,,,-118;-110;52;70;-5,72,136314000,555745000,4294967295,0,-122;7;-124;4,0,49;-1;-1,99,0,1540
16777234,54793736,cell_1,132579601,721951,1,943,255,6615056,8ec755509a4ee2f2d5cf9dbcbd9e481a,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,44219,0,2,0,234902328,44219,0,0,0,1,,,,199,50000000,150000000,4294967295,0,-122;8;97;4,0,105;-1;-1,0,0,1540
16777234,54793737,cell_1,132579601,721952,1,633,255,6615056,c5e540a219fc71c00064a32d261f8cec,5cba29c06294c278e73e9261d04a0fd7,ad61ab143223efbc24c7d2583be69251,4294967295,114363,0,2,0,704650146,114363,0,0,0,2,,,102;1;-103;-36;-88,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793738,cell_0,132579601,721954,2,208,255,6615057,82c6a5acb9e08c754bb95e051ff63bc1,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,203950,0,2,0,2432696448,203950,0,0,0,1,,,,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793739,cell_1,132579601,721956,1,343,255,6615056,229292f73714543efb49cc5167ffe0ae,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,297285,0,2,0,1157640833,297285,0,0,0,2,,,-66;46;122;97;-66,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793740,cell_2,132579601,721957,3,878,255,6615057,8d2466907c2c052cefcad0496e03577b,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,332813,0,2,0,2432717724,332813,0,0,0,1,,,,199,20000000,150000000,4294967295,0,-122;104;4;5,0,5;-1;-1,0,0,1540
16777234,54793741,cell_0,132579601,721958,2,263,255,6615057,3cb0268011907ebd4c4421a6018ab062,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,99956,0,2,0,2432742548,99956,0,0,0,2,,,-90;-62;21;-120;118,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793742,cell_0,132579601,721962,2,408,255,6615056,1a76769f6ef8c5ce8e737c1fe843aac8,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,178913,0,2,0,1157636448,178913,0,0,0,1,,,,199,136314000,1080033000,4294967295,0,53;48;80;9,0,0;-1;-1,81,0,1540
16777234,54793743,cell_0,132579601,722181,2,18,255,6615056,38f9b685f9fbca88c1e98a5776e5d338,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,82637,0,2,0,1157637188,82637,0,0,0,1,,,,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793744,cell_0,132579601,722183,2,203,255,6615056,2c1300c8fb29c814714e2d53378473a0,5cba29c06294c278e73e9261d04a0fd7,7cbbc409ec990f19c78c75bd1e06f215,4294967295,185097,0,2,0,1207977768,185097,0,0,0,2,,,-78;-89;-60;126;-78,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793745,cell_1,132579601,722185,1,848,255,6615056,19bd4c4350236551bcd95d9c724d66f2,5cba29c06294c278e73e9261d04a0fd7,ea5d2f1c4608232e07d3aa3d998e5135,4294967295,226879,0,2,0,436210162,226879,0,0,0,2,,,90;0;97;127;41,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793746,cell_0,132579601,722186,2,713,255,6615056,5a041ee089c04a45d17938f566867780,5cba29c06294c278e73e9261d04a0fd7,ad61ab143223efbc24c7d2583be69251,4294967295,232984,0,2,0,704648837,232984,0,0,0,1,,,,199,76800000,307200000,4294967295,0,53;48;36;17,0,119;-1;-1,35,0,1540
16777234,54793747,cell_1,132579601,722193,1,732,255,6615056,1d58601aed83b640a17304cb40215e62,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,1250,0,2,0,402663023,1250,0,0,0,2,,,-9;96;68;-111;-77,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793748,cell_1,132579601,722210,1,472,255,6615056,8c6bb20c0c96685efc552a05d817abe8,5cba29c06294c278e73e9261d04a0fd7,7cbbc409ec990f19c78c75bd1e06f215,4294967295,112063,0,2,0,1207978793,112063,0,0,0,1,,,,199,50000000,150000000,4294967295,0,-122;-108;18;3,0,73;-1;-1,99,0,1540
16777234,54793749,cell_0,132579601,722220,2,812,255,6615056,be76837546f04211a90b81ca01d42165,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,207875,0,2,0,1157632811,207875,0,0,0,2,,,-93;63;44;62;59,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793750,cell_1,132579601,722228,1,247,255,6615057,2aa34097956aeba9c94db932622e95fc,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,282577,0,2,0,2432767721,282577,0,0,0,1,,,,199,104857000,524288000,4294967295,0,53;34;121;23,0,88;-1;-1,3,0,1540
16777234,54793751,cell_0,132579601,722440,2,172,255,6615056,dde7d6d2eee054fe50f6591c2638e2cb,5cba29c06294c278e73e9261d04a0fd7,ea5d2f1c4608232e07d3aa3d998e5135,4294967295,187537,0,2,0,436227278,187537,0,0,0,2,,,95;-102;68;-20;-46,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793752,cell_2,132579601,722441,3,307,255,6615056,7a879fe5778efd79b984a5de77b00a83,5cba29c06294c278e73e9261d04a0fd7,ad61ab143223efbc24c7d2583be69251,4294967295,3005,0,2,0,704657173,3005,0,0,0,1,,,,199,102400000,512000000,4294967295,0,-122;84;51;5,0,4;-1;-1,21,0,1540
16777234,54793753,cell_0,132579601,722444,2,152,255,6615056,ec9d9d6a34923100f3c9df697007b526,5cba29c06294c278e73e9261d04a0fd7,ad61ab143223efbc24c7d2583be69251,4294967295,115108,0,2,0,704655592,115108,0,0,0,1,,,,199,76800000,307200000,4294967295,0,53;48;36;17,0,119;-1;-1,35,0,1540
16777234,54793754,cell_2,132579601,722445,3,612,255,6615057,ca87515762d6d3d8634042450891785f,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,216479,0,2,0,2432696805,216479,0,0,0,1,,,,199,20000000,150000000,4294967295,0,-122;64;-122;6,0,0;-1;-1,0,0,1540
16777234,54793755,cell_1,132579601,722448,1,737,255,6615057,a1d6a2b26ec89cd152424ead95580620,3cfacd1beeeb00db3c2afc128dc13b7c,c4ca4238a0b923820dcc509a6f75849b,4294967295,298113,0,2,0,855700109,298113,0,0,0,1,,,,199,100000000,500000000,4294967295,0,-122;22;8;4,0,96;-1;-1,0,0,1540
16777234,54793756,cell_1,132579601,722464,1,372,255,6615056,a722fc27045e9a350add63c821a51590,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,99331,0,2,0,1157639924,99331,0,0,0,2,,,-11;-44;-90;12;73,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793757,cell_0,132579601,722465,2,237,255,6615056,a07458bc0d7d561cbb360fdbacffc8a4,5cba29c06294c278e73e9261d04a0fd7,ad61ab143223efbc24c7d2583be69251,4294967295,187887,0,2,0,704652066,187887,0,0,0,2,,,49;69;60;80;49,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793758,cell_1,132579601,722468,1,772,255,6615056,75c7e3d9c80d0409a9a872a8febfb5a7,5cba29c06294c278e73e9261d04a0fd7,7cbbc409ec990f19c78c75bd1e06f215,4294967295,234881,0,2,0,1207979846,234881,0,0,0,1,,,,199,78643000,314572000,4294967295,0,53;87;49;7,0,23;-1;-1,7,0,1540
16777234,54793759,cell_1,132579601,722469,1,576,255,6615056,197e83eee92b20eedfc82282b7538751,5cba29c06294c278e73e9261d04a0fd7,ad61ab143223efbc24c7d2583be69251,4294967295,319094,0,2,0,704654910,319094,0,0,0,1,,,,199,76800000,307200000,4294967295,0,-122;69;69;5,0,39;-1;-1,3,0,1540
16777234,54793760,cell_0,132579601,722473,2,291,255,6615056,87d2f202a39c201b30283456ed009684,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,319928,0,2,0,1157644310,319928,0,0,0,1,,,,199,50000000,150000000,4294967295,0,-122;114;67;4,0,80;-1;-1,112,0,1540
16777234,54793761,cell_1,132579601,722481,1,551,255,6615056,3d6d1490f1ab75baa956b288c292668e,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,57003,0,2,0,402660043,57003,0,0,0,2,,,-75;-33;82;-9;1,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793762,cell_2,132579601,722486,3,831,255,6615056,715dd83521759138cbc2ffc85991ca25,5cba29c06294c278e73e9261d04a0fd7,ea5d2f1c4608232e07d3aa3d998e5135,4294967295,166548,0,2,0,436211039,166548,0,0,0,1,,,,199,134857000,554288000,4294967295,0,-122;-105;-123;3,0,113;-1;-1,0,0,1540
16777234,54793763,cell_1,132579601,722692,1,391,255,6615056,65d11a815b3718cba7f86da79c0e96e2,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,298431,0,2,0,402669850,298431,0,0,0,2,,,52;-56;-85;-14;-78,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793764,cell_0,132579601,722697,2,981,255,6615056,c383e91195f7c111d07fc5ee4c9a356e,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,2868,0,2,0,1157646781,2868,0,0,0,1,,,,199,50000000,150000000,4294967295,0,-122;8;97;4,0,105;-1;-1,0,0,1540
16777234,54793765,cell_1,132579601,722703,1,236,255,6615056,487dff08bbc9a8265fba4506b9408eea,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,52908,0,2,0,402655175,52908,0,0,0,1,,,,199,110100000,346029000,4294967295,0,-122;121;82;5,0,80;-1;-1,1,0,1540
16777234,54793766,cell_1,132579601,722704,1,141,255,6615056,f5407c530343c8b9f60ffe0d299e09b5,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,120331,0,2,0,234898186,120331,0,0,0,2,,,38;-16;-38;62;38,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793767,cell_1,132579601,722706,1,406,255,6615056,309150e68afaa6a35ed790746220420b,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,298050,0,2,0,1157644245,298050,0,0,0,2,,,92;-120;47;-34;115,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793768,cell_1,132579601,722709,1,246,255,6615056,ce37a2124cbab3191e7ae3a1b9ba13b3,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,16544,0,2,0,234888748,16544,0,0,0,2,,,5;37;-58;23;5,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793769,cell_0,132579601,722714,2,586,255,6615056,ceb360523fd8fd4f0513068f8aa7d088,5cba29c06294c278e73e9261d04a0fd7,ea5d2f1c4608232e07d3aa3d998e5135,4294967295,134978,0,2,0,436218918,134978,0,0,0,1,,,,199,102400000,512000000,4294967295,0,-122;38;70;4,0,-112;-1;-1,102,0,1540
16777234,54793770,cell_1,132579601,722720,1,421,255,6615056,620149973d5ffedb44687640361aa368,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,159463,0,2,0,402665722,159463,0,0,0,2,,,-50;20;-70;41;-79,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793771,cell_0,132579601,722727,2,141,255,6615056,c27b38c7a00bc476ecd6d3039278182b,5cba29c06294c278e73e9261d04a0fd7,7cbbc409ec990f19c78c75bd1e06f215,4294967295,287740,0,2,0,1207967912,287740,0,0,0,1,,,,199,136314000,555745000,4294967295,0,-122;-125;97;3,0,41;-1;-1,-106,0,1540
16777234,54793772,cell_0,132579601,722746,2,871,255,6615056,95bf0bafaec58b154065749c5837f6e8,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,2939,0,2,0,402662697,2939,0,0,0,1,,,,199,50000000,150000000,4294967295,0,-122;73;8;5,0,115;-1;-1,0,0,1540
16777234,54793773,cell_1,132579601,722747,1,31,255,6615056,b358b24d5904e442312be6d6efc78208,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,85342,0,2,0,402672337,85342,0,0,0,2,,,21;110;84;27;-70,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793774,cell_0,132579601,722947,2,880,255,6615056,383a106770d8a7a17b0293b372f4a934,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,164791,0,2,0,402675602,164791,0,0,0,1,,,,199,50000000,150000000,4294967295,0,-122;73;8;5,0,115;-1;-1,0,0,1540
16777234,54793775,cell_2,132579601,722953,3,105,255,6615057,e3d8d7df881e249a0f658a6c95b513ab,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,296065,0,2,0,2432728715,296065,0,0,0,1,,,,199,20000000,150000000,4294967295,0,-122;104;4;5,0,5;-1;-1,0,0,1540
16777234,54793776,cell_1,132579601,722970,1,460,255,6615056,1547259016618ea0b00eb4eb74383700,5cba29c06294c278e73e9261d04a0fd7,ea5d2f1c4608232e07d3aa3d998e5135,4294967295,805,0,2,0,436224005,805,0,0,0,1,,,,199,76800000,307200000,4294967295,0,-122;96;-119;5,0,0;-1;-1,80,0,1540
16777234,54793777,cell_1,132579601,722978,1,705,255,6615056,711e50b28286c0ad697732fb041bb8d3,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,82307,0,2,0,234895826,82307,0,0,0,2,,,-116;-56;37;-51;-96,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793778,cell_1,132579601,722979,1,826,255,6615056,a9639781c56702743dbde5261cd0fb59,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,113810,0,2,0,402665182,113810,0,0,0,2,,,107;32;-105;53;107,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793779,cell_0,132579601,722983,2,965,255,6615056,6a4204af0350e69ae0d78c7b345dec71,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,117002,0,2,0,402657935,117002,0,0,0,2,,,47;6;-55;-50;-38,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793780,cell_1,132579601,722986,1,345,255,6615057,d5280fbf1b49ed31eec9441b41898838,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,260288,0,2,0,2432713911,260288,0,0,0,1,,,,199,20000000,150000000,4294967295,0,-122;121;117;5,0,8;-1;-1,0,0,1540
16777234,54793781,cell_0,132579601,723001,2,730,255,6615056,1b256592c3b54f08a907d506e578a1bb,5cba29c06294c278e73e9261d04a0fd7,ea5d2f1c4608232e07d3aa3d998e5135,4294967295,83869,0,2,0,436224016,83869,0,0,0,1,,,,199,50000000,150000000,4294967295,0,-122;48;105;5,0,-119;-1;-1,0,0,1540
16777234,54793782,cell_1,132579601,723202,1,115,255,6615056,81764dce3e24dc02b87354e789c15754,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,158978,0,2,0,402665886,158978,0,0,0,1,,,,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793783,cell_0,132579601,723203,2,385,255,6615056,9d4c59fc8025c4543eb9481f1f4471bd,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,288833,0,2,0,402672739,288833,0,0,0,1,,,,199,102400000,512000000,4294967295,0,-122;21;87;5,0,69;-1;-1,35,0,1540
16777234,54793784,cell_0,132579601,723206,2,790,255,6615056,9c00cc85468c9bb8f6e8d028b12ad4a7,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,36629,0,2,0,234902900,36629,0,0,0,2,,,-111;-89;-118;13;57,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793785,cell_0,132579601,723208,2,255,255,6615056,a7798bdce876b9b8cc96baa6eb7c1785,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,235695,0,2,0,1157629105,235695,0,0,0,1,,,,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793786,cell_0,132579601,723209,2,735,255,6615056,7db6f04ab01e901125f1bc1d74432781,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,288857,0,2,0,1157643072,288857,0,0,0,1,,,,72,100000000,500000000,4294967295,0,53;-105;41;68,0,2;-1;-1,8,0,1540
16777234,54793787,cell_0,132579601,723217,2,509,255,6615056,f49bf6b6238558279e2e71e73f257a65,5cba29c06294c278e73e9261d04a0fd7,ad61ab143223efbc24c7d2583be69251,4294967295,327167,0,2,0,704656918,327167,0,0,0,1,,,,199,102400000,512000000,4294967295,0,53;48;36;17,0,39;-1;-1,6,0,1540
16777234,54793788,cell_1,132579601,723221,1,519,255,6615056,d18dbf33a17dd2e6dff8dfdf2ec73d62,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,62055,0,2,0,1157637159,62055,0,0,0,2,,,-27;-82;-12;68;-69,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793789,cell_1,132579601,723226,1,954,255,6615056,92bf4b2f8970ce6acca6bb8495c9bbf7,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,278271,0,2,0,234888872,278271,0,0,0,1,,,,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,54793790,cell_0,132579601,723233,2,510,255,6615056,e81dc9b1971bffc083e2cd4764f389f6,5cba29c06294c278e73e9261d04a0fd7,ad61ab143223efbc24c7d2583be69251,4294967295,70576,0,2,0,704648326,70576,0,0,0,1,,,,199,76800000,307200000,4294967295,0,53;48;36;17,0,119;-1;-1,35,0,1540
