head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,body_0,body_1,body_2,body_3,body_4,body_5,body_6,body_7,body_8,body_9,body_10,body_11,body_12,body_13,body_14,body_15,body_16,body_17,body_18,body_19,body_20,body_21
16777234,46024791,cell_0,132579601,722213,2,397,255,6615057,31f54d139d071a25051054b67f1f9086,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,1512497,0,2,0,2432765334,1512497,0,0,0,2,,,125;-55;-89;-94;-115,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,46024792,cell_0,132579601,722214,2,832,255,6615057,88df9974f935e049d7fe417d0980c612,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,1548700,0,2,0,2432717374,1548700,0,0,0,2,,,-22;44;-82;48;49,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,46024793,cell_2,132579601,722215,3,52,255,6615057,b9252abbf3fe34c7872dac2e92f5b6f5,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,1633542,0,2,0,2432736897,1633542,0,0,0,1,,,,199,20000000,150000000,4294967295,0,-122;64;-122;6,0,0;-1;-1,0,0,1540
16777234,46024794,cell_0,132579601,722216,2,782,255,6615056,23b2ae4f9d7161b873a74880704ebc4b,5cba29c06294c278e73e9261d04a0fd7,ea5d2f1c4608232e07d3aa3d998e5135,4294967295,1342846,0,2,0,436214877,1342846,0,0,0,2,,,68;114;20;110;112,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,46024795,cell_0,132579601,722220,2,952,255,6615056,9275b7351ca3f7816c2ac053a2617dc4,5cba29c06294c278e73e9261d04a0fd7,ea5d2f1c4608232e07d3aa3d998e5135,4294967295,1414901,0,2,0,436227338,1414901,0,0,0,2,,,105;73;-124;14;120,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,46024796,cell_1,132579601,722230,1,977,255,6615056,35a0f1fdba2739be3f6554074ebd69c8,5cba29c06294c278e73e9261d04a0fd7,ad61ab143223efbc24c7d2583be69251,4294967295,1509571,0,2,0,704652327,1509571,0,0,0,1,,,,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,46024797,cell_2,132579601,722231,3,692,255,6615057,eb39828c42f7c4a98342432b5c5714eb,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,1595657,0,2,0,2432753885,1595657,0,0,0,1,,,,72,100000000,500000000,4294967295,0,53;38;114;72,0,-125;-1;-1,21,0,1540
16777234,46024798,cell_0,132579601,722232,2,837,255,6615056,d2f48e7653d9afd0524d4419d4ce6041,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,1604994,0,2,0,234890118,1604994,0,0,0,1,,,,199,102400000,512000000,4294967295,0,53;89;81;82,0,9;-1;-1,33,0,1540
16777234,46024799,cell_0,132579601,722434,2,47,255,6615056,641dd181c1eb2f082327b44e6ff60c99,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,1342750,0,2,0,402666116,1342750,0,0,0,1,,,,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,46024800,cell_1,132579601,722443,1,967,255,6615056,3aa06437d5904b28eed489f030116405,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,1542495,0,2,0,234893093,1542495,0,0,0,2,,,-119;54;-93;-95;57,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,46024801,cell_1,132579601,722449,1,272,255,6615056,fe71c8958f8247b6e084b9c7bc922bb4,5cba29c06294c278e73e9261d04a0fd7,ad61ab143223efbc24c7d2583be69251,4294967295,1671115,0,2,0,704656834,1671115,0,0,0,2,,,90;112;126;-65;56,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,46024802,cell_1,132579601,722450,1,62,255,6615056,b29cd2bbc2848820a1f3f41fd7ca3531,5cba29c06294c278e73e9261d04a0fd7,ea5d2f1c4608232e07d3aa3d998e5135,4294967295,1342820,0,2,0,436220127,1342820,0,0,0,2,,,-123;-70;-104;68;-78,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,46024803,cell_0,132579601,722484,2,606,255,6615056,ce69805e2025c49cd728de8d89674042,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,1345075,0,2,0,402670137,1345075,0,0,0,2,,,-91;-95;-16;124;30,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,46024804,cell_0,132579601,722487,2,652,255,6615057,60da668653b2279013298ee9d95647a5,3cfacd1beeeb00db3c2afc128dc13b7c,c4ca4238a0b923820dcc509a6f75849b,4294967295,1439870,0,2,0,855652065,1439870,0,0,0,1,,,,199,100000000,500000000,4294967295,0,-122;104;41;5,0,2;-1;-1,73,0,1540
16777234,46024805,cell_1,132579601,722693,1,916,255,6615056,8ac15ee35463ddf747e698ee1f6fc23f,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,1594964,0,2,0,234882738,1594964,0,0,0,2,,,91;81;-32;0;91,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,46024806,cell_0,132579601,722717,2,556,255,6615056,1b84317aa938236a6dc83ce3555e2d1f,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,1580518,0,2,0,1157627940,1580518,0,0,0,1,,,,199,50000000,150000000,4294967295,0,-122;114;67;4,0,80;-1;-1,112,0,1540
16777234,46024807,cell_0,132579601,722745,2,92,255,6615057,50b431ec2aa34ad5f3a84946a093da8a,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,1664033,0,2,0,2432738437,1664033,0,0,0,1,,,,199,100000000,1024000000,4294967295,0,-122;17;66;6,0,16;-1;-1,118,0,1540
16777234,46024808,cell_0,132579601,722992,2,155,255,6615056,0b17674226d78eb0fc89a443d08c3053,5cba29c06294c278e73e9261d04a0fd7,7cbbc409ec990f19c78c75bd1e06f215,4294967295,1490474,0,2,0,1207980279,1490474,0,0,0,2,,,-37;88;106;-65;97,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,46024809,cell_0,132579601,722995,2,600,255,6615056,74120fe0d13b73f8a2c3fe0973a5d5f1,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,1593236,0,2,0,234901968,1593236,0,0,0,1,,,,199,50000000,150000000,4294967295,0,-122;81;113;5,0,6;-1;-1,0,0,1540
16777234,46024810,cell_1,132579601,723001,1,915,255,6615056,f18274ca204d5aed778c352bc48699f4,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,1651584,0,2,0,1157645458,1651584,0,0,0,1,,,,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,46024811,cell_1,132579601,723200,1,250,255,6615056,eeaaeec6cb0d9a66836228cc9f74acae,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,1427051,0,2,0,234882091,1427051,0,0,0,2,,,59;69;-112;-65;-2,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,46024812,cell_0,132579601,723219,2,871,255,6615056,32b2ea715fca212b065bcbdb4e0ac32c,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,1344066,0,2,0,1157637653,1344066,0,0,0,1,,,,199,38829000,38829000,4294967295,0,-122;64;37;6,0,50;-1;-1,102,0,1540
16777234,46024813,cell_0,132579601,723243,2,620,255,6615056,b342405c2fe3921dc6b00c01a51261ae,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,1606759,0,2,0,234890365,1606759,0,0,0,1,,,,199,50000000,150000000,4294967295,0,-122;81;113;5,0,17;-1;-1,0,0,1540
16777234,46024814,cell_0,132579601,723250,2,964,255,6615056,1545b30bbd2916048aba2f5b53c0cd83,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,1443038,0,2,0,234902810,1443038,0,0,0,1,,,,199,50000000,150000000,4294967295,0,-122;81;113;5,0,17;-1;-1,0,0,1540
16777234,46024815,cell_1,132579601,723251,1,279,255,6615056,c5357e748cb7a3c59bf289788d5c6183,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,1452836,0,2,0,1157637133,1452836,0,0,0,2,,,80;-115;-105;42;-103,72,-1,-1,4294967295,0,-1;-1;-1;-1,0,-1;-1;-1,-1,0,1540
16777234,46024816,cell_2,132579601,723253,3,694,255,6615056,6a4a2bb2d24ac798077be302ac24ffc8,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,1529528,0,2,0,402657912,1529528,0,0,0,1,,,,199,102400000,512000000,4294967295,0,-122;121;81;4,0,71;-1;-1,112,0,1540
